Employee_ID,Name,Age,Gender,Department,Job_Role,Salary,Experience_Years,Joining_Date,Education,Performance_Score,Attrition,Marital_Status,Work_Location,Promotion_Status
455,Employee_455,30,Male,Engineering,Senior Developer,42356,8,2021-03-15,Master's,3,Yes,Divorced,Chennai,Not Promoted
456,Employee_456,60,Female,Marketing,Marketing Specialist,106918,33,2016-09-09,High School,2,Yes,Single,Delhi,Not Promoted
457,Employee_457,22,Male,Operations,Operations Executive,147984,0,2021-09-17,PhD,2,No,Divorced,Delhi,Promoted
458,Employee_458,34,Female,Engineering,Software Engineer,74270,1,2011-02-23,PhD,1,Yes,Married,Bangalore,Not Promoted
459,Employee_459,41,Female,Engineering,Software Engineer,55227,19,2016-12-04,Master's,3,No,Divorced,Hyderabad,Not Promoted
460,Employee_460,45,Other,Sales,Sales Manager,67834,3,2022-08-03,Bachelor's,3,No,Divorced,Chennai,Promoted
461,Employee_461,50,Female,HR,HR Executive,135733,4,2019-08-16,Bachelor's,1,No,Single,Mumbai,Promoted
462,Employee_462,48,Other,Sales,Sales Manager,89530,11,2011-10-20,Bachelor's,4,Yes,Single,Pune,Promoted
463,Employee_463,21,Female,Sales,Sales Manager,76367,0,2017-01-22,High School,3,No,Single,Chennai,Not Promoted
464,Employee_464,31,Other,Marketing,Marketing Specialist,149462,2,2017-06-22,Master's,4,No,Divorced,Mumbai,Not Promoted
465,Employee_465,44,Other,IT Support,IT Technician,72223,8,2015-01-06,Bachelor's,1,No,Married,Mumbai,Promoted
466,Employee_466,36,Other,Engineering,Senior Developer,32580,11,2014-04-19,Master's,5,No,Divorced,Pune,Not Promoted
467,Employee_467,46,Male,Sales,Sales Manager,25674,17,2021-02-15,Bachelor's,1,No,Single,Hyderabad,Not Promoted
468,Employee_468,48,Female,Sales,Sales Executive,62254,26,2010-06-10,PhD,4,No,Married,Bangalore,Promoted
469,Employee_469,35,Female,Operations,Logistics Coordinator,146445,8,2016-11-24,Bachelor's,1,No,Divorced,Delhi,Not Promoted
470,Employee_470,25,Female,Engineering,Software Engineer,110777,0,2010-02-05,High School,4,No,Married,Mumbai,Not Promoted
471,Employee_471,42,Other,IT Support,Helpdesk Engineer,119421,6,2016-03-05,High School,4,Yes,Single,Chennai,Not Promoted
472,Employee_472,33,Other,HR,HR Executive,29277,10,2019-03-01,Master's,3,Yes,Single,Chennai,Not Promoted
473,Employee_473,27,Other,Marketing,Marketing Specialist,119222,0,2019-04-28,High School,1,Yes,Single,Pune,Not Promoted
474,Employee_474,38,Male,Finance,Accountant,91855,8,2022-07-29,PhD,5,No,Divorced,Chennai,Promoted
475,Employee_475,48,Other,HR,HR Executive,64375,12,2011-10-19,Bachelor's,2,Yes,Married,Mumbai,Not Promoted
476,Employee_476,39,Male,Engineering,Senior Developer,126029,11,2010-02-23,High School,5,Yes,Divorced,Bangalore,Promoted
477,Employee_477,35,Female,Sales,Sales Manager,107167,7,2010-04-09,PhD,4,No,Single,Pune,Promoted
478,Employee_478,29,Female,Sales,Sales Manager,138369,2,2021-07-07,PhD,4,Yes,Divorced,Chennai,Promoted
479,Employee_479,36,Male,Operations,Operations Executive,119201,9,2012-03-28,High School,2,No,Married,Mumbai,Promoted
480,Employee_480,30,Female,Operations,Logistics Coordinator,64414,7,2021-08-26,Master's,5,No,Single,Bangalore,Not Promoted
481,Employee_481,32,Other,IT Support,IT Technician,121021,8,2020-07-27,High School,1,No,Single,Chennai,Promoted
482,Employee_482,21,Male,Sales,Sales Executive,134037,0,2019-03-04,Master's,4,No,Divorced,Chennai,Promoted
483,Employee_483,31,Male,Operations,Logistics Coordinator,38097,5,2017-12-26,Master's,2,No,Married,Bangalore,Not Promoted
484,Employee_484,21,Male,Finance,Financial Analyst,103921,0,2014-03-30,Master's,3,No,Divorced,Bangalore,Promoted
485,Employee_485,23,Male,Sales,Sales Manager,137414,0,2013-08-03,PhD,3,No,Single,Delhi,Promoted
486,Employee_486,45,Male,Finance,Financial Analyst,77895,12,2023-04-22,Bachelor's,4,No,Single,Chennai,Not Promoted
487,Employee_487,41,Male,Finance,Financial Analyst,92106,14,2011-01-07,PhD,4,Yes,Divorced,Pune,Not Promoted
488,Employee_488,32,Other,Engineering,Senior Developer,78068,7,2015-06-16,Bachelor's,3,No,Single,Delhi,Promoted
489,Employee_489,30,Male,HR,HR Executive,96932,6,2013-03-12,PhD,2,No,Married,Delhi,Not Promoted
490,Employee_490,60,Male,Finance,Financial Analyst,56713,36,2013-08-13,PhD,2,No,Married,Bangalore,Not Promoted
491,Employee_491,46,Female,Marketing,SEO Analyst,96130,8,2010-09-16,High School,1,No,Married,Hyderabad,Promoted
492,Employee_492,50,Male,Marketing,Marketing Specialist,124405,0,2011-02-04,PhD,4,No,Divorced,Mumbai,Not Promoted
493,Employee_493,21,Male,Engineering,Software Engineer,61578,0,2016-01-25,PhD,3,No,Married,Bangalore,Not Promoted
494,Employee_494,47,Male,Sales,Sales Manager,134026,19,2013-03-10,PhD,5,No,Single,Pune,Not Promoted
495,Employee_495,28,Female,Marketing,SEO Analyst,137513,2,2023-09-10,Bachelor's,2,No,Divorced,Hyderabad,Not Promoted
496,Employee_496,23,Female,Finance,Accountant,55217,0,2022-06-09,PhD,3,No,Married,Bangalore,Promoted
497,Employee_497,24,Other,HR,HR Manager,112818,2,2014-09-16,Bachelor's,1,No,Married,Mumbai,Promoted
498,Employee_498,23,Male,Sales,Sales Manager,58602,0,2017-02-15,PhD,4,No,Married,Bangalore,Promoted
499,Employee_499,25,Other,IT Support,IT Technician,100849,3,2022-09-24,PhD,5,No,Divorced,Bangalore,Promoted
500,Employee_500,35,Other,Marketing,Marketing Specialist,119190,9,2022-06-13,High School,2,Yes,Divorced,Pune,Not Promoted
501,Employee_501,39,Female,Engineering,QA Engineer,91860,9,2011-05-27,Bachelor's,4,No,Divorced,Bangalore,Promoted
502,Employee_502,21,Male,Operations,Logistics Coordinator,67265,0,2020-10-22,Master's,3,No,Divorced,Mumbai,Not Promoted
503,Employee_503,26,Other,IT Support,Helpdesk Engineer,133514,2,2022-11-27,PhD,2,No,Divorced,Pune,Not Promoted
504,Employee_504,21,Female,Marketing,Marketing Specialist,90469,0,2021-04-12,Bachelor's,4,No,Divorced,Bangalore,Promoted
505,Employee_505,60,Male,Sales,Sales Manager,91736,7,2023-04-23,Bachelor's,1,No,Divorced,Bangalore,Not Promoted
506,Employee_506,31,Female,IT Support,Helpdesk Engineer,40300,8,2011-07-19,PhD,4,Yes,Married,Delhi,Promoted
507,Employee_507,45,Male,Marketing,SEO Analyst,25823,6,2015-05-18,Bachelor's,5,No,Single,Mumbai,Not Promoted
508,Employee_508,26,Other,Marketing,Marketing Specialist,113488,0,2013-12-29,Master's,3,No,Single,Bangalore,Promoted
509,Employee_509,60,Other,Engineering,QA Engineer,138652,25,2010-12-19,Bachelor's,1,No,Married,Chennai,Not Promoted
510,Employee_510,44,Female,IT Support,Helpdesk Engineer,94108,0,2012-11-06,Bachelor's,4,No,Divorced,Mumbai,Not Promoted
511,Employee_511,35,Male,IT Support,IT Technician,126645,1,2016-11-15,Master's,3,Yes,Married,Delhi,Not Promoted
512,Employee_512,45,Male,Engineering,QA Engineer,54704,0,2014-04-15,PhD,2,No,Divorced,Hyderabad,Promoted
513,Employee_513,32,Female,HR,HR Manager,108274,9,2014-04-19,PhD,5,No,Divorced,Hyderabad,Not Promoted
514,Employee_514,36,Female,IT Support,IT Technician,122053,9,2019-10-14,Master's,3,Yes,Divorced,Chennai,Promoted
515,Employee_515,49,Other,Engineering,Senior Developer,93555,16,2018-12-13,Bachelor's,3,No,Single,Delhi,Promoted
516,Employee_516,31,Other,Marketing,SEO Analyst,28810,4,2012-06-16,Master's,1,No,Single,Mumbai,Not Promoted
517,Employee_517,28,Female,Sales,Sales Executive,91853,2,2020-10-22,Master's,1,No,Single,Bangalore,Promoted
518,Employee_518,28,Other,Engineering,Senior Developer,69056,4,2022-09-27,Bachelor's,2,No,Divorced,Delhi,Promoted
519,Employee_519,54,Other,Engineering,Software Engineer,120077,29,2022-06-06,PhD,4,Yes,Single,Delhi,Not Promoted
520,Employee_520,38,Other,Marketing,SEO Analyst,28629,10,2017-04-15,PhD,1,Yes,Single,Bangalore,Promoted
521,Employee_521,59,Other,HR,HR Manager,124934,29,2015-07-16,High School,1,No,Married,Hyderabad,Promoted
522,Employee_522,48,Other,Sales,Sales Executive,42635,5,2018-04-22,Master's,2,Yes,Divorced,Chennai,Promoted
523,Employee_523,57,Other,IT Support,IT Technician,67950,10,2013-01-15,PhD,5,No,Married,Mumbai,Promoted
524,Employee_524,31,Other,Finance,Accountant,115983,6,2013-04-25,Master's,1,No,Single,Mumbai,Not Promoted
525,Employee_525,23,Female,Engineering,Senior Developer,26447,0,2022-11-13,PhD,3,No,Divorced,Bangalore,Promoted
526,Employee_526,29,Other,HR,HR Executive,82249,6,2018-03-12,PhD,2,No,Married,Mumbai,Not Promoted
527,Employee_527,51,Female,Operations,Operations Executive,143457,20,2020-10-16,PhD,3,No,Married,Delhi,Not Promoted
528,Employee_528,32,Female,Finance,Financial Analyst,104044,1,2014-10-25,Master's,4,Yes,Single,Delhi,Promoted
529,Employee_529,34,Other,Finance,Financial Analyst,127279,7,2015-09-26,Master's,1,No,Single,Mumbai,Not Promoted
530,Employee_530,29,Male,IT Support,IT Technician,76158,3,2012-02-09,Master's,2,No,Married,Mumbai,Promoted
531,Employee_531,50,Other,Finance,Accountant,53808,20,2011-05-04,Bachelor's,3,No,Divorced,Delhi,Promoted
532,Employee_532,30,Female,Sales,Sales Executive,116057,2,2020-07-29,High School,1,No,Single,Bangalore,Not Promoted
533,Employee_533,40,Female,Finance,Financial Analyst,129143,15,2020-05-23,Master's,4,No,Married,Hyderabad,Promoted
534,Employee_534,57,Other,Sales,Sales Executive,103088,0,2014-12-06,PhD,3,Yes,Divorced,Chennai,Not Promoted
535,Employee_535,59,Other,Operations,Operations Executive,41884,15,2023-06-04,Master's,1,Yes,Married,Chennai,Promoted
536,Employee_536,50,Male,Finance,Accountant,83509,28,2016-05-18,PhD,5,No,Divorced,Bangalore,Not Promoted
537,Employee_537,58,Other,IT Support,Helpdesk Engineer,65183,26,2010-11-03,High School,1,No,Single,Bangalore,Not Promoted
538,Employee_538,28,Female,Marketing,SEO Analyst,81795,5,2016-07-07,PhD,4,No,Married,Delhi,Promoted
539,Employee_539,29,Other,Finance,Accountant,92668,2,2011-02-07,Bachelor's,1,No,Divorced,Hyderabad,Promoted
540,Employee_540,36,Female,HR,HR Executive,56053,10,2011-08-12,Master's,4,No,Single,Mumbai,Not Promoted
541,Employee_541,27,Other,Operations,Operations Executive,42574,3,2021-02-10,Master's,4,No,Single,Mumbai,Not Promoted
542,Employee_542,40,Female,HR,HR Manager,42799,5,2019-11-24,PhD,1,Yes,Single,Bangalore,Promoted
543,Employee_543,37,Female,HR,HR Executive,116743,1,2017-04-08,PhD,3,No,Married,Pune,Not Promoted
544,Employee_544,37,Female,HR,HR Executive,57890,7,2010-09-15,Master's,2,No,Married,Mumbai,Not Promoted
545,Employee_545,50,Male,Engineering,Software Engineer,130779,25,2012-08-18,Bachelor's,4,No,Divorced,Pune,Not Promoted
546,Employee_546,48,Other,Engineering,Senior Developer,87067,23,2020-06-27,PhD,5,No,Married,Delhi,Promoted
547,Employee_547,24,Female,IT Support,Helpdesk Engineer,112956,0,2014-04-23,High School,4,No,Divorced,Mumbai,Promoted
548,Employee_548,37,Other,Marketing,Marketing Specialist,66782,6,2018-07-07,PhD,4,No,Married,Pune,Not Promoted
549,Employee_549,56,Female,Finance,Accountant,68255,30,2020-02-22,Master's,5,Yes,Single,Pune,Not Promoted
550,Employee_550,33,Female,IT Support,Helpdesk Engineer,92567,2,2011-07-08,PhD,1,Yes,Divorced,Pune,Promoted
551,Employee_551,34,Female,Operations,Operations Executive,93071,12,2015-03-31,Bachelor's,4,No,Single,Chennai,Promoted
552,Employee_552,37,Female,IT Support,Helpdesk Engineer,48417,5,2018-03-07,Master's,5,No,Divorced,Pune,Not Promoted
553,Employee_553,33,Male,Marketing,Marketing Specialist,97013,0,2018-11-28,Master's,4,No,Divorced,Hyderabad,Not Promoted
554,Employee_554,29,Other,IT Support,Helpdesk Engineer,111522,4,2018-12-26,PhD,5,Yes,Married,Hyderabad,Promoted
555,Employee_555,47,Male,Finance,Accountant,41470,8,2013-06-10,Master's,2,No,Single,Bangalore,Promoted
556,Employee_556,31,Female,Finance,Accountant,144657,9,2018-07-29,Bachelor's,4,No,Single,Delhi,Not Promoted
557,Employee_557,45,Other,HR,HR Manager,81169,14,2017-03-11,PhD,3,No,Single,Delhi,Promoted
558,Employee_558,22,Female,HR,HR Manager,40901,0,2016-01-21,Bachelor's,2,No,Married,Chennai,Not Promoted
559,Employee_559,56,Female,Operations,Logistics Coordinator,96312,32,2022-11-24,Bachelor's,5,No,Divorced,Bangalore,Promoted
560,Employee_560,33,Male,IT Support,Helpdesk Engineer,126547,6,2016-02-16,Bachelor's,2,No,Divorced,Bangalore,Promoted
561,Employee_561,60,Male,Operations,Logistics Coordinator,93398,29,2019-10-24,Bachelor's,4,Yes,Single,Chennai,Promoted
562,Employee_562,24,Other,Engineering,Senior Developer,133019,0,2020-10-09,Master's,1,Yes,Divorced,Bangalore,Promoted
563,Employee_563,58,Other,Marketing,SEO Analyst,144148,17,2016-05-17,Master's,2,No,Married,Bangalore,Not Promoted
564,Employee_564,45,Other,Sales,Sales Manager,85426,15,2021-07-10,Master's,2,No,Divorced,Delhi,Not Promoted
565,Employee_565,58,Female,Operations,Logistics Coordinator,133658,17,2023-01-22,PhD,5,No,Divorced,Bangalore,Not Promoted
566,Employee_566,31,Female,Finance,Financial Analyst,61962,1,2016-08-30,High School,1,No,Single,Delhi,Not Promoted
567,Employee_567,59,Female,Sales,Sales Executive,119906,23,2017-11-17,PhD,5,No,Single,Delhi,Promoted
568,Employee_568,42,Other,Sales,Sales Executive,54790,16,2012-01-27,High School,5,No,Single,Chennai,Promoted
569,Employee_569,57,Female,Engineering,Senior Developer,43508,26,2018-04-04,Master's,3,No,Divorced,Mumbai,Promoted
570,Employee_570,55,Male,HR,HR Manager,100757,23,2018-08-22,Bachelor's,1,No,Single,Delhi,Promoted
571,Employee_571,60,Female,HR,HR Executive,117869,6,2021-01-16,Master's,2,No,Single,Bangalore,Not Promoted
572,Employee_572,35,Other,Marketing,Marketing Specialist,66024,0,2022-02-16,Bachelor's,3,Yes,Married,Mumbai,Promoted
573,Employee_573,50,Male,Operations,Operations Executive,144865,25,2020-01-24,High School,5,Yes,Married,Mumbai,Not Promoted
574,Employee_574,58,Female,HR,HR Manager,106102,1,2014-02-26,Bachelor's,1,No,Single,Mumbai,Promoted
575,Employee_575,58,Other,Operations,Operations Executive,28901,6,2011-07-16,High School,3,No,Married,Chennai,Promoted
576,Employee_576,39,Male,Marketing,SEO Analyst,111568,7,2018-06-10,High School,5,No,Single,Bangalore,Promoted
577,Employee_577,24,Male,IT Support,Helpdesk Engineer,87815,0,2019-04-11,High School,5,No,Single,Delhi,Promoted
578,Employee_578,43,Other,Marketing,SEO Analyst,142622,19,2012-11-17,Master's,2,No,Married,Hyderabad,Promoted
579,Employee_579,56,Female,Sales,Sales Executive,111513,26,2014-01-12,Bachelor's,2,No,Divorced,Pune,Promoted
580,Employee_580,45,Male,Sales,Sales Executive,69913,18,2010-12-25,PhD,2,No,Single,Bangalore,Promoted
581,Employee_581,42,Female,Finance,Financial Analyst,112074,16,2020-05-08,PhD,2,No,Single,Bangalore,Promoted
582,Employee_582,47,Male,Marketing,Marketing Specialist,94727,3,2015-06-28,PhD,4,No,Married,Delhi,Not Promoted
583,Employee_583,28,Female,Engineering,QA Engineer,25109,4,2018-09-20,PhD,5,No,Divorced,Hyderabad,Promoted
584,Employee_584,23,Female,Sales,Sales Executive,42820,1,2011-01-09,Master's,5,No,Single,Mumbai,Not Promoted
585,Employee_585,23,Male,IT Support,Helpdesk Engineer,121057,0,2019-08-06,PhD,3,No,Married,Mumbai,Promoted
586,Employee_586,32,Female,HR,HR Executive,128104,8,2016-07-11,Bachelor's,5,No,Single,Chennai,Promoted
587,Employee_587,56,Male,Engineering,Senior Developer,135863,17,2020-06-10,PhD,3,No,Married,Delhi,Not Promoted
588,Employee_588,30,Male,Sales,Sales Executive,132136,8,2013-12-24,Master's,5,No,Single,Bangalore,Not Promoted
589,Employee_589,54,Female,Operations,Operations Executive,41030,23,2013-04-01,Bachelor's,5,No,Divorced,Bangalore,Not Promoted
590,Employee_590,45,Male,Engineering,QA Engineer,148978,11,2023-05-20,PhD,5,No,Single,Chennai,Not Promoted
591,Employee_591,59,Female,IT Support,IT Technician,85748,24,2020-04-05,PhD,5,Yes,Single,Hyderabad,Not Promoted
592,Employee_592,54,Male,IT Support,Helpdesk Engineer,139163,29,2010-08-09,High School,1,No,Single,Hyderabad,Not Promoted
593,Employee_593,35,Female,IT Support,IT Technician,29125,8,2012-02-19,Bachelor's,1,No,Divorced,Chennai,Not Promoted
594,Employee_594,60,Female,IT Support,IT Technician,40363,29,2011-11-05,PhD,5,No,Single,Chennai,Promoted
595,Employee_595,29,Female,IT Support,IT Technician,118043,1,2010-02-15,Master's,5,No,Single,Mumbai,Not Promoted
596,Employee_596,48,Female,Engineering,QA Engineer,85002,16,2018-09-29,Master's,3,No,Married,Chennai,Not Promoted
597,Employee_597,53,Male,Finance,Financial Analyst,66784,29,2022-07-08,Master's,2,No,Divorced,Pune,Promoted
598,Employee_598,29,Other,Engineering,QA Engineer,122423,0,2019-02-23,Bachelor's,4,No,Single,Chennai,Not Promoted
599,Employee_599,31,Female,Operations,Logistics Coordinator,34042,0,2011-03-28,PhD,1,No,Married,Hyderabad,Not Promoted
600,Employee_600,57,Other,Operations,Logistics Coordinator,43920,3,2011-02-16,Bachelor's,1,No,Single,Pune,Not Promoted
601,Employee_601,37,Male,Marketing,SEO Analyst,104279,9,2017-10-03,PhD,3,Yes,Married,Mumbai,Promoted
602,Employee_602,31,Other,IT Support,IT Technician,75478,0,2021-05-11,PhD,1,No,Single,Chennai,Promoted
603,Employee_603,36,Male,Finance,Accountant,114723,13,2016-07-07,Bachelor's,3,No,Single,Delhi,Promoted
604,Employee_604,29,Other,Finance,Financial Analyst,127235,0,2021-05-07,PhD,3,No,Single,Pune,Not Promoted
605,Employee_605,58,Other,IT Support,Helpdesk Engineer,73781,26,2017-01-20,Bachelor's,3,Yes,Married,Hyderabad,Not Promoted
606,Employee_606,40,Other,Marketing,Marketing Specialist,76692,13,2015-12-04,PhD,4,No,Married,Mumbai,Promoted
607,Employee_607,37,Female,Engineering,Software Engineer,77550,10,2017-05-18,Master's,3,Yes,Single,Chennai,Promoted
608,Employee_608,42,Male,IT Support,IT Technician,128603,4,2016-08-15,High School,1,Yes,Single,Delhi,Not Promoted
609,Employee_609,42,Female,Engineering,Senior Developer,35092,6,2014-06-12,High School,4,No,Married,Bangalore,Promoted
610,Employee_610,31,Female,Operations,Operations Executive,75659,3,2020-04-21,PhD,1,No,Married,Bangalore,Promoted
611,Employee_611,39,Other,Sales,Sales Manager,134384,4,2019-11-05,Bachelor's,1,No,Single,Bangalore,Not Promoted
612,Employee_612,55,Other,Engineering,QA Engineer,38856,31,2021-09-23,Master's,4,No,Married,Chennai,Promoted
613,Employee_613,24,Female,Sales,Sales Manager,56271,2,2014-05-13,High School,1,No,Married,Bangalore,Not Promoted
614,Employee_614,22,Other,Sales,Sales Executive,32987,0,2012-05-31,Master's,4,No,Divorced,Mumbai,Not Promoted
615,Employee_615,36,Female,Finance,Accountant,108683,2,2012-07-29,PhD,2,No,Married,Hyderabad,Not Promoted
616,Employee_616,25,Female,Operations,Logistics Coordinator,52667,2,2021-03-07,High School,5,No,Single,Delhi,Not Promoted
617,Employee_617,30,Female,IT Support,IT Technician,34706,2,2012-08-30,Master's,2,Yes,Divorced,Hyderabad,Not Promoted
618,Employee_618,40,Female,Engineering,Senior Developer,105713,6,2010-07-19,PhD,4,No,Married,Hyderabad,Not Promoted
619,Employee_619,21,Female,HR,HR Executive,109008,0,2019-12-20,Bachelor's,3,No,Single,Delhi,Promoted
620,Employee_620,38,Female,HR,HR Manager,138279,16,2012-05-26,Bachelor's,1,Yes,Divorced,Chennai,Promoted
621,Employee_621,46,Female,Finance,Financial Analyst,61240,14,2014-07-30,High School,4,No,Married,Hyderabad,Promoted
622,Employee_622,31,Other,Sales,Sales Executive,84732,3,2018-06-04,PhD,1,No,Divorced,Chennai,Promoted
623,Employee_623,40,Female,Finance,Financial Analyst,94849,17,2018-09-10,Bachelor's,4,No,Single,Pune,Not Promoted
624,Employee_624,53,Other,Sales,Sales Manager,71312,5,2021-06-13,Bachelor's,3,No,Divorced,Hyderabad,Promoted
625,Employee_625,60,Male,HR,HR Executive,38604,22,2013-11-14,High School,4,No,Married,Bangalore,Promoted
626,Employee_626,32,Other,Finance,Financial Analyst,125791,6,2012-07-24,Bachelor's,2,No,Married,Chennai,Promoted
627,Employee_627,36,Male,Marketing,Marketing Specialist,78662,4,2012-03-27,High School,5,No,Divorced,Bangalore,Not Promoted
628,Employee_628,22,Other,Marketing,SEO Analyst,103883,0,2017-09-19,PhD,5,No,Married,Chennai,Not Promoted
629,Employee_629,39,Other,Finance,Financial Analyst,117094,16,2010-10-18,PhD,3,No,Married,Chennai,Not Promoted
630,Employee_630,48,Male,IT Support,Helpdesk Engineer,86468,20,2022-10-05,High School,4,No,Married,Mumbai,Not Promoted
631,Employee_631,57,Other,Engineering,QA Engineer,117573,4,2010-12-14,PhD,1,No,Single,Mumbai,Not Promoted
632,Employee_632,56,Other,Engineering,Senior Developer,106339,27,2010-02-21,Bachelor's,1,No,Married,Mumbai,Not Promoted
633,Employee_633,49,Other,Finance,Financial Analyst,100164,5,2011-06-19,PhD,5,No,Married,Mumbai,Promoted
634,Employee_634,58,Male,Finance,Financial Analyst,45766,18,2010-03-16,High School,2,No,Single,Mumbai,Promoted
635,Employee_635,22,Female,Sales,Sales Executive,42893,0,2017-05-27,Master's,3,No,Married,Chennai,Promoted
636,Employee_636,45,Other,Finance,Accountant,96697,18,2015-10-24,PhD,1,No,Divorced,Delhi,Promoted
637,Employee_637,38,Female,IT Support,IT Technician,108435,12,2022-11-04,PhD,5,No,Divorced,Mumbai,Promoted
638,Employee_638,29,Female,Sales,Sales Executive,73830,5,2022-10-28,PhD,2,No,Single,Mumbai,Promoted
639,Employee_639,27,Male,IT Support,Helpdesk Engineer,115036,2,2011-07-15,PhD,5,Yes,Single,Hyderabad,Not Promoted
640,Employee_640,21,Female,IT Support,IT Technician,101682,0,2014-09-12,Master's,4,No,Divorced,Chennai,Promoted
641,Employee_641,42,Other,HR,HR Manager,55596,14,2022-10-05,Master's,5,No,Single,Mumbai,Promoted
642,Employee_642,31,Other,Finance,Financial Analyst,94386,5,2016-04-10,Master's,4,No,Divorced,Delhi,Promoted
643,Employee_643,38,Female,Finance,Financial Analyst,135348,7,2017-08-19,High School,5,No,Married,Delhi,Promoted
644,Employee_644,32,Female,HR,HR Manager,136068,7,2014-09-02,High School,3,No,Single,Chennai,Promoted
645,Employee_645,42,Other,Finance,Financial Analyst,95905,11,2019-09-22,PhD,4,No,Divorced,Bangalore,Not Promoted
646,Employee_646,34,Male,IT Support,IT Technician,40512,11,2018-11-17,Master's,1,No,Single,Bangalore,Promoted
647,Employee_647,23,Male,Engineering,Senior Developer,108545,0,2016-03-24,Bachelor's,5,No,Married,Mumbai,Not Promoted
648,Employee_648,53,Female,Operations,Operations Executive,40685,6,2017-06-20,Master's,5,No,Divorced,Pune,Promoted
649,Employee_649,26,Male,Engineering,Software Engineer,115946,1,2018-09-06,Master's,4,No,Single,Mumbai,Promoted
650,Employee_650,52,Male,HR,HR Manager,30822,1,2018-04-03,Bachelor's,4,Yes,Divorced,Delhi,Not Promoted
651,Employee_651,39,Female,Engineering,Senior Developer,55290,7,2010-02-20,Master's,4,No,Single,Hyderabad,Promoted
652,Employee_652,31,Male,Engineering,Senior Developer,60154,6,2016-05-30,Master's,5,Yes,Married,Hyderabad,Not Promoted
653,Employee_653,54,Female,Engineering,QA Engineer,64183,9,2010-03-13,Bachelor's,5,No,Single,Bangalore,Promoted
654,Employee_654,25,Other,IT Support,Helpdesk Engineer,95273,2,2012-12-10,Bachelor's,1,No,Divorced,Hyderabad,Not Promoted
655,Employee_655,28,Female,Marketing,Marketing Specialist,59638,4,2020-09-13,Bachelor's,2,Yes,Divorced,Pune,Promoted
656,Employee_656,34,Other,HR,HR Executive,146281,10,2021-06-15,Master's,5,No,Married,Chennai,Not Promoted
657,Employee_657,27,Female,HR,HR Manager,43616,0,2018-01-25,Bachelor's,4,Yes,Divorced,Mumbai,Not Promoted
658,Employee_658,47,Male,Finance,Accountant,82886,25,2016-07-11,Master's,3,Yes,Single,Pune,Not Promoted
659,Employee_659,32,Male,HR,HR Executive,54824,3,2011-10-17,High School,2,No,Single,Bangalore,Promoted
660,Employee_660,29,Female,Marketing,Marketing Specialist,139408,3,2016-08-06,Master's,4,No,Married,Mumbai,Not Promoted
661,Employee_661,32,Female,Marketing,Marketing Specialist,111932,4,2020-11-23,High School,4,No,Divorced,Delhi,Promoted
662,Employee_662,58,Female,Engineering,QA Engineer,88354,24,2020-08-09,Bachelor's,3,No,Single,Mumbai,Not Promoted
663,Employee_663,58,Female,Marketing,Marketing Specialist,144001,8,2017-11-04,Master's,4,No,Single,Pune,Promoted
664,Employee_664,29,Other,IT Support,Helpdesk Engineer,145168,4,2012-08-17,High School,5,No,Divorced,Bangalore,Promoted
665,Employee_665,26,Female,Marketing,SEO Analyst,106417,0,2018-03-13,Master's,3,No,Divorced,Mumbai,Promoted
666,Employee_666,35,Other,Operations,Operations Executive,88800,10,2013-01-23,Master's,5,Yes,Married,Delhi,Not Promoted
667,Employee_667,54,Male,Finance,Financial Analyst,102952,19,2019-05-16,PhD,4,No,Single,Chennai,Not Promoted
668,Employee_668,46,Female,Marketing,SEO Analyst,79268,23,2022-06-19,Bachelor's,4,No,Divorced,Pune,Not Promoted
669,Employee_669,27,Male,Marketing,SEO Analyst,104796,2,2019-02-19,High School,5,No,Divorced,Pune,Promoted
670,Employee_670,39,Male,Engineering,QA Engineer,81633,10,2019-07-11,PhD,2,No,Single,Hyderabad,Promoted
671,Employee_671,38,Other,Sales,Sales Executive,114158,8,2014-03-09,PhD,2,Yes,Single,Mumbai,Not Promoted
672,Employee_672,32,Female,Sales,Sales Executive,127889,3,2013-07-02,PhD,4,No,Single,Mumbai,Not Promoted
673,Employee_673,56,Male,HR,HR Executive,134250,14,2016-01-22,Bachelor's,4,No,Single,Delhi,Promoted
674,Employee_674,60,Other,HR,HR Executive,25779,27,2018-04-12,PhD,4,No,Married,Delhi,Promoted
675,Employee_675,48,Male,IT Support,IT Technician,33013,4,2023-04-04,Bachelor's,4,No,Married,Hyderabad,Not Promoted
676,Employee_676,31,Male,Marketing,SEO Analyst,95822,1,2010-01-16,Bachelor's,4,Yes,Married,Delhi,Not Promoted
677,Employee_677,25,Female,Finance,Accountant,120687,3,2023-08-15,High School,3,No,Divorced,Mumbai,Not Promoted
678,Employee_678,45,Male,Operations,Logistics Coordinator,91603,12,2021-12-17,Master's,5,Yes,Divorced,Chennai,Not Promoted
679,Employee_679,48,Male,HR,HR Executive,90041,6,2021-07-26,High School,2,No,Married,Bangalore,Promoted
680,Employee_680,36,Male,Finance,Financial Analyst,46401,1,2010-03-30,Master's,3,No,Single,Hyderabad,Promoted
681,Employee_681,24,Other,IT Support,Helpdesk Engineer,83969,1,2011-11-29,Master's,3,No,Divorced,Pune,Not Promoted
682,Employee_682,42,Female,Finance,Financial Analyst,140795,16,2012-09-05,High School,3,Yes,Married,Chennai,Not Promoted
